Index,0 [STRING] [0x0],1 [BYTE] [0x10],2 [STRING] [0x4],3 [BYTE] [0x11],4 [BYTE] [0x12],5 [BYTE] [0x13],6 [BYTE] [0x14],7 [BYTE] [0x15],8 [STRING] [0x8],9 [STRING] [0xC],10 [USHORT] [0x24],11 [USHORT] [0x26],12 [UBYTE] [0x28],13 [UINT] [0x18],14 [UBYTE] [0x29],15 [INT] [0x1C],16 [INT] [0x20]
2000231,"骨制警笛",0,"骨細工の警笛",0,0,1,0,0,"偷猎者之间用来放出信号的骨笛。","",25919,1,3,0,3,83,85
2000232,"盛花蜂蜜酒",0,"フルフラワーの蜂蜜酒",0,0,1,0,0,"酒家老板巴斯卡隆给的酒。","",25057,1,1,65974,3,83,85
2000233,"气球怪的小指",0,"バルーンの小指",0,0,1,0,0,"气球怪的小手指，仍然在向外释放热量。","",25911,1,6,65974,3,83,85
2000234,"金库灵柩亭的订单",0,"コッファー＆コフィンの注文票",0,0,1,0,0,"金库灵柩亭中使用的订单，不然要记住那么多人点的菜实在是太累了。","",26153,1,4,65860,3,83,85
2000235,"深色炼金药",0,"鈍色の錬金薬",0,0,1,0,0,"枪术师富尔克给的剧毒液体。","",24403,1,1,65591,3,83,85
2000236,"沾满血的猪牙",0,"血塗れたボアの牙",0,0,1,0,0,"看起来之前有个可怜的灵魂遗憾地在狩猎的尝试上失败了。","",22301,1,10,65592,3,83,85
2000237,"掉落的货物",0,"落ちた積荷",0,0,1,0,0,"在货车遭到袭击时投出的货物。","",21003,1,2,65923,3,83,85
2000238,"娜娜莫南瓜",0,"ナナモパンプキン",0,0,1,0,0,"王立娜娜莫菜园中栽培出的南瓜，十分贵重。","",25210,1,1,65839,3,83,85
2000239,"可爱的生姜饼干",0,"可愛いジンジャークッキー",0,0,1,0,0,"维斯坦亲手做的可爱的饼干。","",24051,1,4,65856,3,83,85
2000240,"吕凯洛的密封信",0,"ルクロの封書",0,0,1,0,0,"弯枝牧场的吕凯洛所给的密封信。","",25918,1,1,65982,3,83,85
2000241,"矿山铁道时刻表",0,"鉱山鉄道の時刻表",0,0,1,0,0,"艾玛吉娜矿山内部铁道的运行时刻表。","",26151,1,1,65925,3,83,85
2000242,"用来当饲料的基萨尔野菜",0,"飼葉用ギサールの野菜",0,0,1,0,0,"弯枝牧场栽培的蔬菜，主要用于陆行鸟的饲料。","",25218,1,3,65910,3,83,85
2000243,"六识之鲜血",0,"六識の鮮血",0,0,1,0,0,"六识纲生物的血液，不知道为什么不会凝固。","",22601,1,1,65974,3,83,85
2000244,"邪教念珠",0,"邪教の念珠",0,0,1,0,0,"邪教徒设置的诡异念珠，正在放出不祥的力量。","",21265,1,99,0,0,83,85
2000245,"璀璨的戒指",0,"光り輝く指輪",0,0,1,0,0,"迪迪拉塔的宝物，非常漂亮的戒指。","",48021,1,1,65687,3,83,85
2000246,"特制蝲蛄丸子",0,"特製ザリガニボール",0,0,1,0,0,"送到镜池栈桥的特制钓饵。","",21003,1,1,65922,3,83,85
2000247,"姆恩·图伊豆",0,"ムントゥイ豆",0,0,1,0,0,"送到镜池栈桥的姆恩·图伊豆。","",22628,1,1,65922,3,83,85
2000248,"全新的板金铠",0,"真新しい板金鎧",0,0,1,0,0,"送到镜池栈桥的全新板金铠甲。","",42808,1,1,65922,3,83,85
2000249,"缪恩的密封信",0,"ミューヌの封書",0,0,1,0,0,"魔女咖啡馆老板缪恩所给的密封信。","",25918,1,1,65983,3,83,85
2000250,"桐木小箱",0,"",0,0,1,0,0,"桐木制的小箱子，不知道里面装了什么。","",21002,1,1,65984,3,83,85
2000251,"偷猎的皮革",0,"密猟された皮革",0,0,1,0,0,"偷盗者身上缴获的证据。","",23001,0,99,0,0,83,85
2000252,"遗失的商品",0,"失われた品",0,0,1,0,0,"旅行商人被哥布林族抢走的商品。","",21003,0,99,0,0,83,85
2000253,"巨像兵的碎片",0,"石兵の欠片",0,0,1,0,0,"构成岩石巨像身体的岩石碎片。","",21202,0,99,0,0,83,85
2000254,"土元精核心",0,"アーススプライトの核",0,0,1,0,0,"这种核心可以用来巩固地盘，在搭建房屋时非常有效。","",21202,0,99,0,0,83,85
2000255,"被盗的货物",0,"奪われた荷",0,0,1,0,0,"堆放在屈伊伯龙别宅遗迹的货物，都是被盗贼抢来的。","",21003,0,99,0,0,83,85
2000256,"仙人掌的肉质茎",0,"サボテンの果肉",0,0,1,0,0,"仙人掌其实也是可以食用的，虽然味道不好说，但是营养价值非常高。","",23001,0,99,0,0,83,85
2000257,"巨像兵的魂石",0,"石兵のソウルストーン",0,0,1,0,0,"巨像兵心脏部位的石头，里面注有强力的魔法。","",21202,0,99,0,0,83,85
2000258,"海盗的掠夺品",0,"海賊の略奪品",0,0,1,0,0,"骷髅谷地区的哥布林贩卖的非法物品。","",23001,0,99,0,0,83,85
2000259,"血书纸片",0,"血文字の紙片",0,0,1,0,0,"一张诡异的纸片，上面有鲜血书写的文字，是解开封印结界的关键。","",26151,1,99,0,0,83,85
2000260,"小钥匙",0,"小さな鍵",0,0,1,0,0,"打开门锁的钥匙。","",25904,1,99,0,0,83,85
2000261,"白百合钥匙",0,"白百合の鍵",0,0,1,0,0,"打开白百合门的钥匙。","",25902,1,99,0,0,83,85
2000262,"红蔷薇钥匙",0,"紅薔薇の鍵",0,0,1,0,0,"打开红蔷薇门的钥匙。","",25903,1,99,0,0,83,85
2000263,"寄生树钥匙",0,"宿り木の鍵",0,0,1,0,0,"打开寄生树门的钥匙。","",25903,1,99,0,0,83,85
2000264,"黄石竹钥匙",0,"黄撫子の鍵",0,0,1,0,0,"打开黄石竹门的钥匙。","",25903,1,99,0,0,83,85
2000265,"调查区的枫木原木",0,"調査地域のメープル原木",0,0,1,0,0,"为了调查树精的影响所必需的枫树木材。","",22408,0,99,0,0,83,85
2000266,"调查区的枫树枝",0,"調査地域のメープルの枝",0,0,1,0,0,"为了调查树精的影响所必需的枫树树枝。","",22416,0,99,0,0,83,85
2000267,"树精的果实",0,"トレントのどんぐり",0,0,1,0,0,"树精所掉落的果实，好像不一定什么时候就会爆炸。","",25304,0,99,0,0,83,85
2000268,"梣树的幼苗",0,"アッシュの若木",0,0,1,0,0,"树龄5年左右的梣树树苗。","",22407,0,99,0,0,83,85
2000269,"梣树的嫩枝",0,"アッシュの若枝",0,0,1,0,0,"树龄5年左右的梣树树枝。","",22416,0,99,0,0,83,85
2000270,"东岸的槲寄生",0,"東岸のミスルトゥ",0,0,1,0,0,"西叶脉东岸地区生长的寄生树的树枝。","",25001,0,99,0,0,83,85
2000271,"篝火用柴",0,"たき火用の薪",0,0,1,0,0,"生篝火时用的劈好的木柴。","",22407,0,99,0,0,83,85
2000272,"篝火用树皮",0,"たき火用の樹皮",0,0,1,0,0,"生篝火时用的合适的树皮。","",22418,0,99,0,0,83,85
2000273,"无杂质的乳胶",0,"不純物のないラテックス",0,0,1,0,0,"特定的树木所分泌的乳液，里面没有杂质，非常纯净。","",22643,0,99,0,0,83,85
2000274,"有杂质的乳胶",0,"不純物まじりのラテックス",0,0,1,0,0,"特定的树木所分泌的乳液，里面混有杂质显得很污浊。","",22643,0,99,0,0,83,85
2000275,"择伐地的梣木原木",0,"択伐地のアッシュ原木",0,0,1,0,0,"以疏伐为目的而采伐的梣树木材。","",22407,0,99,0,0,83,85
2000276,"择伐地的梣树枝",0,"択伐地のアッシュの枝",0,0,1,0,0,"以疏伐为目的而采伐的梣树树枝。","",22416,0,99,0,0,83,85
2000277,"优良的梣木原木",0,"良質なアッシュ原木",0,0,1,0,0,"质量非常好的梣树木材，没有任何弯曲。","",22407,0,99,0,0,83,85
2000278,"天柱树根",0,"天柱樹の根",0,0,1,0,0,"从天柱树上采集的树根碎片。","",25005,0,99,0,0,83,85
2000279,"天柱树皮",0,"天柱樹の樹皮",0,0,1,0,0,"从天柱树上采集的树皮。","",22418,0,99,0,0,83,85
2000280,"结实的天柱树根",0,"天柱樹の丈夫な根",0,0,1,0,0,"从天柱树上采集的很硬的树根碎片。","",25005,0,99,0,0,83,85
2000281,"大口花的种子",0,"オチューの種子",0,0,1,0,0,"大口花的种子，发芽之后就会长成小口花。","",25314,0,99,0,0,83,85
2000282,"小口花的枯叶",0,"コチューの枯葉",0,0,1,0,0,"枯萎凋零的小口花叶子。","",21662,0,99,0,0,83,85
2000283,"沾有孢子的树皮",0,"胞子が張り付いた樹皮",0,0,1,0,0,"上面沾有魔菇的白色孢子的树皮。","",22418,0,99,0,0,83,85
2000284,"被虫蛀过的树皮",0,"虫が巣喰った樹皮",0,0,1,0,0,"被虫子蛀蚀得破烂不堪的树皮。","",22418,0,99,0,0,83,85
2000285,"大个的山栗",0,"大ぶりのチェスナット",0,0,1,0,0,"个头很大的山栗，很适合食用。","",25302,0,99,0,0,83,85
2000286,"被虫蛀过的山栗",0,"虫食いチェスナット",0,0,1,0,0,"被虫子蛀蚀过的山栗，不适合食用。","",25302,0,99,0,0,83,85
2000287,"黄金山栗",0,"黄金のチェスナット",0,0,1,0,0,"个头很大而且成色也很漂亮，是最高级的山栗。","",25302,0,99,0,0,83,85
2000288,"西岸的槲寄生",0,"西岸のミスルトゥ",0,0,1,0,0,"西叶脉西岸地区生长的寄生树的树枝。","",25001,0,99,0,0,83,85
2000289,"适合作栅栏的梣木原木",0,"柵に適したアッシュ原木",0,0,1,0,0,"直径很粗，很适合用来制作栅栏的梣树木材。","",22407,0,99,0,0,83,85
2000290,"过细的梣木原木",0,"細すぎるアッシュ原木",0,0,1,0,0,"直径太细，不适合用来制作栅栏的梣树木材。","",22407,0,99,0,0,83,85
2000291,"妖红花的种子",0,"ローズレットの種子",0,0,1,0,0,"含油量丰富的妖红花种子。","",25314,0,99,0,0,83,85
2000292,"妖红花的枯叶",0,"ローズレットの枯葉",0,0,1,0,0,"枯萎凋零的妖红花叶子。","",25201,0,99,0,0,83,85
2000293,"出芽的妖红花种子",0,"ローズレットの芽吹いた種子",0,0,1,0,0,"生出了两片叶芽的妖红花种子。","",25314,0,99,0,0,83,85
2000294,"扫子草",0,"ハキダメ草",0,0,1,0,0,"到了适当季节后会开除白色花朵的杂草，繁殖力非常旺盛。","",25008,0,99,0,0,83,85
2000295,"栀子草",0,"クチナシ草",0,0,1,0,0,"到了适当季节后会开除白色花朵的药草，能够作为药茶的材料。","",25008,0,99,0,0,83,85
2000296,"特浓枫树树汁",0,"特濃メープル樹液",0,0,1,0,0,"从枫树上采取的树汁，里面没有杂质，特别浓厚。","",22642,0,99,0,0,83,85
2000297,"有杂质的枫树树汁",0,"不純物まじりのメープル樹液",0,0,1,0,0,"从枫树上采取的树汁，里面混有杂质显得很污浊。","",22642,0,99,0,0,83,85
2000298,"刻印树皮",0,"印が刻まれた樹皮",0,0,1,0,0,"刻有拉姆神印的树皮。","",22418,0,99,0,0,83,85
2000299,"新绿色的苔藓",0,"新緑色の苔",0,0,1,0,0,"触感轻飘飘的苔藓，妖精族人用来铺在床上。","",22649,0,99,0,0,83,85
2000300,"大蔷薇的花蜜",0,"大イバラの蜜",0,0,1,0,0,"从大蔷薇上采取的花蜜。","",22642,0,99,0,0,83,85
2000301,"大蔷薇的刺",0,"大イバラのトゲ",0,0,1,0,0,"从大蔷薇上采取的花刺。","",22304,0,99,0,0,83,85
2000302,"姆恩·图伊豆",0,"乾燥ムントゥイ豆",0,0,1,0,0,"黑衣森林自古以来一直用作食材的豆子。","",25353,0,99,0,0,83,85
2000303,"提诺尔卡菖蒲",0,"ティノルカアヤメ",0,0,1,0,0,"据说鸟人族非常喜欢这种菖蒲花。","",21651,0,99,0,0,83,85
2000304,"暴露出来的树根",0,"露出した樹木の根",0,0,1,0,0,"路边的悬崖上暴露出来的树根。","",25005,0,99,0,0,83,85
2000305,"干枯的树根",0,"干からびた根",0,0,1,0,0,"路边的悬崖上暴露出来的干枯的树根。","",25005,0,99,0,0,83,85
2000306,"结实的树根",0,"丈夫な樹木の根",0,0,1,0,0,"路边的悬崖上暴露出来的很结实的树根。","",25005,0,99,0,0,83,85
2000307,"上等的婴猴薄荷",0,"上質のガラゴミント",0,0,1,0,0,"用于香料和精油的药草，香味非常浓。","",25016,0,99,0,0,83,85
2000308,"被咬过的婴猴薄荷",0,"囓られたガラゴミント",0,0,1,0,0,"用于香料和精油的药草，上面有被咬过的痕迹。","",25016,0,99,0,0,83,85
2000309,"格尔莫拉时代的古钱",0,"ゲルモラ時代の古銭",0,0,1,0,0,"应该是格尔莫拉地下城邦时期的遗物。","",25916,0,99,0,0,83,85
2000310,"生锈的金属片",0,"錆ついた金属片",0,0,1,0,0,"生锈的小金属片，不知道原本是什么上的部件。","",20817,0,99,0,0,83,85
2000311,"过度生长的树枝",0,"伸びすぎた枝",0,0,1,0,0,"生长得过长的树枝。","",22416,0,99,0,0,83,85
2000312,"枯叶",0,"枯葉",0,0,1,0,0,"枯萎凋零的树叶。","",25217,0,99,0,0,83,85
2000313,"朱刺果",0,"アカトゲの実",0,0,1,0,0,"朱刺的果实，可以用来制作纯红的染料。","",25023,0,99,0,0,83,85
2000314,"朱刺叶",0,"アカトゲの葉",0,0,1,0,0,"朱刺的叶子，很硬，甚至能够划伤皮肤。","",25213,0,99,0,0,83,85
2000315,"黑衣苹果",0,"ブラックシュラウドアップル",0,0,1,0,0,"经过园艺工行会品种改良后生产出的苹果。","",25308,0,99,0,0,83,85
2000316,"毛毛虫",0,"毛虫",0,0,1,0,0,"以树叶及花草为食的小虫子。","",27004,0,99,0,0,83,85
2000317,"神秘的蘑菇",0,"謎めいたキノコ",0,0,1,0,0,"哥布林族栽培出的神秘蘑菇。","",25407,0,99,0,0,83,85
2000318,"沾有孢子的木钉",0,"菌のついた木釘",0,0,1,0,0,"哥布林族栽培蘑菇用的木钉。","",22305,0,99,0,0,83,85
2000319,"用于模拟战的长枪",0,"",0,0,1,0,0,"在模拟战中被新兵弄丢的长枪。","",31816,0,99,0,0,83,85
2000320,"堆肥袋",0,"",0,0,1,0,0,"袋子里装满了苔藓泥、腐烂的叶子、陆行鸟的粪便以及一些其他的东西。","",25356,0,99,0,0,83,85
2000321,"蛛蝎卵",0,"",0,0,1,0,0,"祸蛛蝎产下的卵。","",25252,0,99,0,0,83,85
2000322,"白伞茸",0,"",0,0,1,0,0,"非常松软的白色菌类。","",25402,0,99,0,0,83,85
2000323,"捕兽夹",0,"",0,0,1,0,0,"偷猎者们所设置的捕兽夹。","",27241,0,99,0,0,83,85
2000324,"平息的清水",0,"",0,0,1,0,0,"清澈的水，能够稳定住发狂的树精。","",22606,1,99,0,1,83,85
2000325,"羚羊腿肉",0,"",0,0,1,0,0,"提供给难民们的羚羊腿肉。","",25153,0,99,0,0,83,85
2000326,"妖异全集«散发腐臭的怪物»之页",0,"",0,0,1,0,0,"禁书«妖异全书»的书页，以禁忌之血写成。","",26151,0,99,0,0,83,85
2000327,"秘藏的蜂蜜酒",0,"",0,0,1,0,0,"罗莎·霍桑亲手酿制的蜂蜜酒。","",25057,0,99,0,0,83,85
2000328,"妖异全集«邪眼闪光的怪物»之页",0,"",0,0,1,0,0,"禁书«妖异全书»的书页，以禁忌之血写成。","",26151,0,99,0,0,83,85
2000329,"妖异全集«污浊不净的怪物»之页",0,"",0,0,1,0,0,"禁书«妖异全书»的书页，以禁忌之血写成。","",26151,0,99,0,0,83,85
2000330,"精金龟的蛋",0,"",0,0,1,0,0,"沉甸甸的精金龟蛋。","",25252,0,99,0,0,83,85
2000331,"偷猎的兽皮",0,"",0,0,1,0,0,"豹爪偷猎团所偷猎的兽皮。","",22015,0,99,0,0,83,85
2000332,"水元精核心",0,"",0,0,1,0,0,"旋流的冷水所构成的核，能够令变成鬼火的小魔精暴露出来。","",22606,1,99,0,3,83,85
2000333,"大花粉块",0,"",0,0,1,0,0,"令人喷嚏打个不停的花粉块，能够令变成盗贼的小魔精暴露出来。","",25007,1,99,0,3,83,85
2000334,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000335,"兀鹫胸肉",0,"",0,0,1,0,0,"最适合用油炒的兀鹫胸肉。","",25158,0,99,0,0,83,85
2000336,"鬼鮟鱇刺身",0,"",0,0,1,0,0,"蘸有姆恩·图伊酱汁的鬼鮟鱇刺身，非常美味。","",29002,0,99,0,0,83,85
2000337,"脏兮兮的日记本",0,"",0,0,1,0,0,"埋在沉默花坛的土中的日记本。","",26002,1,1,0,3,83,85
2000338,"送往前桅塔的货物",0,"フォアマスト宛の荷物",0,0,1,0,0,"残留在气球中的货物，收货人是兴济图夫。","",21005,1,1,65934,3,83,85
2000339,"送往德内维尔关的货物",0,"デネベール関門宛の荷物",0,0,1,0,0,"残留在气球中的货物，收货人是杰萨敏。","",23001,1,1,65934,3,83,85
2000340,"水元精核心",0,"ウォータースプライトの核",0,0,1,0,0,"冷水的结晶块，用于保管新鲜的鱼。","",22606,1,3,65936,3,83,85
2000341,"沟鼠腐肉",0,"ラットの腐肉",0,0,1,0,0,"沟鼠的肉，已经腐坏了。","",24353,1,1,65937,3,83,85
2000342,"多实玉米幼苗",0,"ミリオンコーンの苗",0,0,1,0,0,"多实玉米的幼苗，即使在贫瘠的土地上也能栽培。","",25004,1,1,65938,3,83,85
2000343,"篝火铁笼",0,"鉄製のかがり",0,0,1,0,0,"铁制的笼子，非常结实。","",21003,1,1,65939,3,83,85
2000344,"爆弹怪的小指",0,"ボムの小指",0,0,1,0,0,"从爆弹怪手上拔下的小指，有着不可思议的火焰。","",22623,1,1,65939,3,83,85
2000345,"装有遗产的小箱",0,"遺産の入った小箱",0,0,1,0,0,"利尔夫的父亲埋下的小箱子。","",21002,1,1,65940,3,83,85
2000346,"渡渡鸟的种蛋",0,"ドードーの有精卵",0,0,1,0,0,"野生渡渡鸟的蛋，非常重。","",25251,1,3,65941,3,83,85
2000347,"潮湿的黑土",0,"湿り気のある黒土",0,0,1,0,0,"土中释放着微弱的蒸气和强烈的恶臭。","",21466,1,3,66003,3,83,85
2000348,"被抢走的农具",0,"奪われた農具",0,0,1,0,0,"开垦者小仓中保管的贵重农具。","",21002,1,3,66004,3,83,85
2000349,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000350,"开垦者的铁铲",0,"開拓者のシャベル",0,0,1,0,0,"用于清除岩石的农具。","",21003,1,3,66007,3,83,85
2000351,"成熟的拉诺西亚香橙",0,"熟したラノシアオレンジ",0,0,1,0,0,"拉诺西亚香橙的果实，在精心培育下已经成熟了。","",25312,1,3,66008,3,83,85
2000352,"法法弗诺的货物",0,"ファファフォノの荷物",0,0,1,0,0,"放在太阳下使得货物变得有点热，希望里面的东西不会坏掉。","",40502,1,1,0,3,83,85
2000353,"法法弗诺的货物",0,"ファファフォノの荷物",0,0,1,0,0,"放在太阳下使得货物变得有点热，希望里面的东西不会坏掉。","",44036,1,1,0,3,83,85
2000354,"给琪琪普的信",0,"キキプ宛の手紙",0,0,1,0,0,"奥斯韦尔写给琪琪普的信。","",25918,1,1,65760,3,83,85
2000355,"锤喙魔鸟的尾羽",0,"ハンマービークの尾羽根",0,0,1,0,0,"颜色非常鲜艳的尾羽。","",21906,1,5,65760,3,83,85
2000356,"装着橙子的麻袋",0,"オレンジの入った麻袋",0,0,1,0,0,"麻袋里装满了新鲜的拉诺西亚香橙。","",25919,1,1,66002,3,83,85
2000357,"装硬币的袋子",0,"硬貨の入った袋",0,0,1,0,0,"袋子里装着交纳拉诺西亚香橙所得到的报酬。","",25919,1,1,66002,3,83,85
2000358,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000359,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000360,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000361,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000362,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000363,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000364,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000365,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000366,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000367,"黄蜂的毒针",0,"ホーネットの毒針",0,0,1,0,0,"打倒黄蜂群后得到的战利品，每根针上都有剧毒。","",22305,1,6,66098,3,83,85
2000368,"达达内恩的催促书",0,"ダダネンからの督促状",0,0,1,0,0,"宝石商人达达内恩写给矿工们的催促书。","",25906,1,1,65864,3,83,85
2000369,"娜夏孔雀石原石",0,"ナナシャマラカイト原石",0,0,1,0,0,"非常稀有的宝石原石，由于颜色和已故的娜娜夏王妃的眼睛颜色相似而得名。","",20004,1,3,66039,3,83,85
2000370,"尖锐的锄头",0,"鋭いピック",0,0,1,0,0,"这把锄头看上去已经用了很多年了，不过仍然十分尖锐。","",38005,1,1,66040,3,83,85
2000371,"陈旧的小锤",0,"古いハンマー",0,0,1,0,0,"这把小锤看上去已经用了很多年了，不过仍然十分顺手。","",35052,1,1,66040,3,83,85
2000372,"沉重的大锤",0,"重いモール",0,0,1,0,0,"这把大锤看上去已经用了很多年了，不过仍然十分实用。","",38051,1,1,66040,3,83,85
2000373,"捕兽夹",0,"トラバサミ",0,0,1,0,0,"弗弗鲁帕所设置的捕兽夹，不过是为了抓盗贼。","",21003,1,4,65873,3,83,85
2000374,"毒蜥蜴的邪眼",0,"ペイストの邪眼",0,0,1,0,0,"用毒蜥蜴的眼球进行加工制作的宝石。","",21280,1,4,65875,3,83,85
2000375,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000376,"土狗之血",0,"モングレルの血",0,0,1,0,0,"投到火里时会发出异常的恶臭，能够驱散大部分野兽。","",20641,1,4,65877,3,83,85
2000377,"给利奥弗里克的密封信",0,"レオフリック宛ての封書",0,0,1,0,0,"弗弗鲁帕写给原联队长利奥弗里克的密封信。","",25918,1,1,65866,3,83,85
2000378,"娜夏孔雀石原石",0,"ナナシャマラカイト原石",0,0,1,0,0,"非常稀有的宝石原石，由于颜色和已故的娜娜夏王妃的眼睛颜色相似而得名。","",20004,1,3,66109,3,83,85
2000379,"蟾蜍的毒液",0,"薬の材料になるトキシックトードから採れる毒液",0,0,1,0,0,"从毒蟾蜍身上采取的毒液，可以用来制药。","",20682,1,2,66066,3,83,85
2000380,"给贝林盖尔的信",0,"ベリンゲル宛の手紙",0,0,1,0,0,"哈蒙德写给贝林盖尔的信，想要应募矿工。","",26151,1,1,66067,3,83,85
2000381,"古董匕首",0,"年代物のダガー",0,0,1,0,0,"铜刃团蔷薇联队队长历任相传的护身刀。","",30222,1,1,65868,3,83,85
2000382,"秃鹫腿肉",0,"バザードから採れる食肉",0,0,1,0,0,"一般人大概不会想到这么多汁的肉来自一只吃腐食的鸟。","",25154,1,2,65871,3,83,85
2000383,"薄壳蟹脚",0,"シックシェルから採れる食材",0,0,1,0,0,"剥开外壳之后就能够品尝到绝佳美味的蟹肉了。","",29201,1,2,65871,3,83,85
2000384,"船菊石刺身",0,"スカフィテから採れる新鮮な刺身",0,0,1,0,0,"据远洋的水手说这种生物的肉是他们吃过的最棒的美味。","",25156,1,2,65871,3,83,85
2000385,"栗鼠之血",0,"マーモットの鮮血",0,0,1,0,0,"用于研究的血液样本。","",22601,1,5,66108,3,83,85
2000386,"莫莫蒂的介绍信",0,"モモディの紹介状",0,0,1,0,0,"流沙屋的莫莫蒂所给的密封信。","",25906,1,1,66104,3,83,85
2000387,"莫莫蒂的介绍信",0,"モモディの紹介状",0,0,1,0,0,"流沙屋的莫莫蒂所给的密封信。","",25906,1,1,66105,3,83,85
2000388,"莫莫蒂的介绍信",0,"モモディの紹介状",0,0,1,0,0,"流沙屋的莫莫蒂所给的密封信。","",25906,1,1,66106,3,83,85
2000389,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2000390,"可疑的传单",0,"怪しいビラ",0,0,1,0,0,"在蜥蜴人军阵地发现的可疑传单。","",25906,1,1,66158,3,83,85
2000391,"白辉石",0,"白く輝く石",0,0,1,0,0,"发着白色光辉的石头，可以用来当作墓石。","",21251,1,1,66165,3,83,85
2000392,"阿尔基克薰衣草",0,"アルジクラベンダー",0,0,1,0,0,"阿尔基克薰衣草的花，在萨纳兰地区是非常珍惜的植物。","",25002,1,3,66166,3,83,85
2000393,"招募工人的传单",0,"作業員募集のビラ",0,0,1,0,0,"传单上写着招募建筑工人。","",25906,1,5,66168,3,83,85
